Huila;regiones_244_76648;;plain_text;0;
La Guajira;regiones_244_76648;;plain_text;0;
Magdalena;regiones_244_76648;;plain_text;0;
Meta;regiones_244_76648;;plain_text;0;
Nariño;regiones_244_76648;;plain_text;0;
Norte de Santander;regiones_244_76648;;plain_text;0;
Putumayo;regiones_244_76648;;plain_text;0;
Quindío;regiones_244_76648;;plain_text;0;
Risaralda;regiones_244_76648;;plain_text;0;
San Andrés y Providencia;regiones_244_76648;;plain_text;0;
Santander;regiones_244_76648;;plain_text;0;
Sucre;regiones_244_76648;;plain_text;0;
Tolima;regiones_244_76648;;plain_text;0;
Valle del Cauca;regiones_244_76648;;plain_text;0;
Vaupés;regiones_244_76648;;plain_text;0;
Vichada;regiones_244_76648;;plain_text;0;
Costa Rica;regiones_244_76648;;plain_text;0;
San José;regiones_244_76648;;plain_text;0;
Alajuela;regiones_244_76648;;plain_text;0;
Cartago;regiones_244_76648;;plain_text;0;
Heredia;regiones_244_76648;;plain_text;0;
Guanacaste;regiones_244_76648;;plain_text;0;
Puntarenas;regiones_244_76648;;plain_text;0;
Limón;regiones_244_76648;;plain_text;0;
Ecuador;regiones_244_76648;;plain_text;0;
Azuay;regiones_244_76648;;plain_text;0;
Bolívar;regiones_244_76648;;plain_text;0;
Cañar;regiones_244_76648;;plain_text;0;
Carchi;regiones_244_76648;;plain_text;0;
Chimborazo;regiones_244_76648;;plain_text;0;
Cotopaxi;regiones_244_76648;;plain_text;0;
El Oro;regiones_244_76648;;plain_text;0;
Esmeraldas;regiones_244_76648;;plain_text;0;
Galápagos;regiones_244_76648;;plain_text;0;
Guayas;regiones_244_76648;;plain_text;0;
Imbabura;regiones_244_76648;;plain_text;0;
Loja;regiones_244_76648;;plain_text;0;
Los Ríos;regiones_244_76648;;plain_text;0;
Manabí;regiones_244_76648;;plain_text;0;
Morona Santiago;regiones_244_76648;;plain_text;0;
Napo;regiones_244_76648;;plain_text;0;
Orellana;regiones_244_76648;;plain_text;0;
Pastaza;regiones_244_76648;;plain_text;0;
Pichincha;regiones_244_76648;;plain_text;0;
Santa Elena;regiones_244_76648;;plain_text;0;
Santo Domingo de los Tsáchilas;regiones_244_76648;;plain_text;0;
Sucumbíos;regiones_244_76648;;plain_text;0;
Tungurahua;regiones_244_76648;;plain_text;0;
Zamora Chinchipe;regiones_244_76648;;plain_text;0;
El Salvador;regiones_244_76648;;plain_text;0;
Ahuachapán;regiones_244_76648;;plain_text;0;
Cabañas;regiones_244_76648;;plain_text;0;
Chalatenango;regiones_244_76648;;plain_text;0;
Cuscatlán;regiones_244_76648;;plain_text;0;
La Libertad;regiones_244_76648;;plain_text;0;
La Paz;regiones_244_76648;;plain_text;0;
La Unión;regiones_244_76648;;plain_text;0;
Morazán;regiones_244_76648;;plain_text;0;
San Miguel;regiones_244_76648;;plain_text;0;
San Salvador;regiones_244_76648;;plain_text;0;
San Vicente;regiones_244_76648;;plain_text;0;
Santa Ana;regiones_244_76648;;plain_text;0;
Sonsonate;regiones_244_76648;;plain_text;0;
Usulután;regiones_244_76648;;plain_text;0;
España;regiones_244_76648;;plain_text;0;
Madrid;regiones_244_76648;;plain_text;0;
Barcelona;regiones_244_76648;;plain_text;0;
Valencia;regiones_244_76648;;plain_text;0;
Alicante;regiones_244_76648;;plain_text;0;
Sevilla;regiones_244_76648;;plain_text;0;
Málaga;regiones_244_76648;;plain_text;0;
Murcia;regiones_244_76648;;plain_text;0;
Cádiz;regiones_244_76648;;plain_text;0;
Vizcaya;regiones_244_76648;;plain_text;0;
La Coruña;regiones_244_76648;;plain_text;0;
Islas Baleares;regiones_244_76648;;plain_text;0;
Las Palmas;regiones_244_76648;;plain_text;0;
Asturias;regiones_244_76648;;plain_text;0;
Santa Cruz de Tenerife;regiones_244_76648;;plain_text;0;
Zaragoza;regiones_244_76648;;plain_text;0;
Pontevedra;regiones_244_76648;;plain_text;0;
Granada;regiones_244_76648;;plain_text;0;
Tarragona;regiones_244_76648;;plain_text;0;
Córdoba;regiones_244_76648;;plain_text;0;
Gerona;regiones_244_76648;;plain_text;0;
Guipúzcoa;regiones_244_76648;;plain_text;0;
Toledo;regiones_244_76648;;plain_text;0;
Almería;regiones_244_76648;;plain_text;0;
Badajoz;regiones_244_76648;;plain_text;0;
Jaén;regiones_244_76648;;plain_text;0;
Navarra;regiones_244_76648;;plain_text;0;
Castellón;regiones_244_76648;;plain_text;0;
Cantabria;regiones_244_76648;;plain_text;0;
Valladolid;regiones_244_76648;;plain_text;0;
Ciudad Real;regiones_244_76648;;plain_text;0;
León;regiones_244_76648;;plain_text;0;
Huelva;regiones_244_76648;;plain_text;0;
Lérida;regiones_244_76648;;plain_text;0;
Cáceres;regiones_244_76648;;plain_text;0;
Albacete;regiones_244_76648;;plain_text;0;
Burgos;regiones_244_76648;;plain_text;0;
Salamanca;regiones_244_76648;;plain_text;0;
Lugo;regiones_244_76648;;plain_text;0;
Orense;regiones_244_76648;;plain_text;0;
La Rioja;regiones_244_76648;;plain_text;0;
Álava;regiones_244_76648;;plain_text;0;
Guadalajara;regiones_244_76648;;plain_text;0;
Huesca;regiones_244_76648;;plain_text;0;
Cuenca;regiones_244_76648;;plain_text;0;
Zamora;regiones_244_76648;;plain_text;0;
Ávila;regiones_244_76648;;plain_text;0;
Palencia;regiones_244_76648;;plain_text;0;
Segovia;regiones_244_76648;;plain_text;0;
Teruel;regiones_244_76648;;plain_text;0;
Soria;regiones_244_76648;;plain_text;0;
Ceuta;regiones_244_76648;;plain_text;0;
Melilla;regiones_244_76648;;plain_text;0;
Gibraltar;regiones_244_76648;;plain_text;0;
Gibraltar;regiones_244_76648;;plain_text;0;
Guatemala;regiones_244_76648;;plain_text;0;
Guatemala;regiones_244_76648;;plain_text;0;
Huehuetenango;regiones_244_76648;;plain_text;0;
Alta Verapaz;regiones_244_76648;;plain_text;0;
San Marcos;regiones_244_76648;;plain_text;0;
El Quiché;regiones_244_76648;;plain_text;0;
Quetzaltenango;regiones_244_76648;;plain_text;0;
Escuintla;regiones_244_76648;;plain_text;0;
Petén;regiones_244_76648;;plain_text;0;
Chimaltenango;regiones_244_76648;;plain_text;0;
Suchitepéquez;regiones_244_76648;;plain_text;0;
Totonicapán;regiones_244_76648;;plain_text;0;
Sololá;regiones_244_76648;;plain_text;0;
Jutiapa;regiones_244_76648;;plain_text;0;
Izabal;regiones_244_76648;;plain_text;0;
Chiquimula;regiones_244_76648;;plain_text;0;
Santa Rosa;regiones_244_76648;;plain_text;0;
Jalapa;regiones_244_76648;;plain_text;0;
Sacatepéquez;regiones_244_76648;;plain_text;0;
Retalhuleu;regiones_244_76648;;plain_text;0;
Baja Verapaz;regiones_244_76648;;plain_text;0;
Zacapa;regiones_244_76648;;plain_text;0;
El Progreso;regiones_244_76648;;plain_text;0;
Honduras;regiones_244_76648;;plain_text;0;
Atlántida;regiones_244_76648;;plain_text;0;
Choluteca;regiones_244_76648;;plain_text;0;
Colón;regiones_244_76648;;plain_text;0;
Comayagua;regiones_244_76648;;plain_text;0;
Copán;regiones_244_76648;;plain_text;0;
Cortés;regiones_244_76648;;plain_text;0;
El Paraíso;regiones_244_76648;;plain_text;0;
Francisco Morazán;regiones_244_76648;;plain_text;0;
Gracias a Dios;regiones_244_76648;;plain_text;0;
Intibucá;regiones_244_76648;;plain_text;0;
Islas de la Bahía;regiones_244_76648;;plain_text;0;
La Paz;regiones_244_76648;;plain_text;0;
Lempira;regiones_244_76648;;plain_text;0;
Ocotepeque;regiones_244_76648;;plain_text;0;
Olancho;regiones_244_76648;;plain_text;0;
Santa Bárbara;regiones_244_76648;;plain_text;0;
Valle;regiones_244_76648;;plain_text;0;
Yoro;regiones_244_76648;;plain_text;0;
México;regiones_244_76648;;plain_text;0;
Distrito Federal;regiones_244_76648;;plain_text;0;
Aguascalientes;regiones_244_76648;;plain_text;0;
Baja California;regiones_244_76648;;plain_text;0;
Baja California Sur;regiones_244_76648;;plain_text;0;
Campeche;regiones_244_76648;;plain_text;0;
Chiapas;regiones_244_76648;;plain_text;0;
Chihuahua;regiones_244_76648;;plain_text;0;
Coahuila de Zaragoza;regiones_244_76648;;plain_text;0;
Colima;regiones_244_76648;;plain_text;0;
Durango;regiones_244_76648;;plain_text;0;
Guanajuato;regiones_244_76648;;plain_text;0;
Guerrero;regiones_244_76648;;plain_text;0;
Estado de Hidalgo;regiones_244_76648;;plain_text;0;
Jalisco;regiones_244_76648;;plain_text;0;
Estado de México;regiones_244_76648;;plain_text;0;
Michoacán de Ocampo;regiones_244_76648;;plain_text;0;
Morelos;regiones_244_76648;;plain_text;0;
Nayarit;regiones_244_76648;;plain_text;0;
Nuevo León;regiones_244_76648;;plain_text;0;
Oaxaca;regiones_244_76648;;plain_text;0;
Puebla;regiones_244_76648;;plain_text;0;
Querétaro;regiones_244_76648;;plain_text;0;
Quintana Roo;regiones_244_76648;;plain_text;0;
San Luis Potosí;regiones_244_76648;;plain_text;0;
Sinaloa;regiones_244_76648;;plain_text;0;
Sonora;regiones_244_76648;;plain_text;0;
Tabasco;regiones_244_76648;;plain_text;0;
Tamaulipas;regiones_244_76648;;plain_text;0;
Tlaxcala;regiones_244_76648;;plain_text;0;
Veracruz de Ignacio de la Llave;regiones_244_76648;;plain_text;0;
Yucatán;regiones_244_76648;;plain_text;0;
Zacatecas;regiones_244_76648;;plain_text;0;
Nicaragua;regiones_244_76648;;plain_text;0;
Atlántico Norte;regiones_244_76648;;plain_text;0;
Atlántico Sur;regiones_244_76648;;plain_text;0;
Boaco;regiones_244_76648;;plain_text;0;
Carazo;regiones_244_76648;;plain_text;0;
Chinandega;regiones_244_76648;;plain_text;0;
Chontales;regiones_244_76648;;plain_text;0;
Estelí;regiones_244_76648;;plain_text;0;
Granada;regiones_244_76648;;plain_text;0;
Jinotega;regiones_244_76648;;plain_text;0;
León;regiones_244_76648;;plain_text;0;
Madriz;regiones_244_76648;;plain_text;0;
Managua;regiones_244_76648;;plain_text;0;
Masaya;regiones_244_76648;;plain_text;0;
Matagalpa;regiones_244_76648;;plain_text;0;
Nueva Segovia;regiones_244_76648;;plain_text;0;
Río San Juan;regiones_244_76648;;plain_text;0;
Rivas;regiones_244_76648;;plain_text;0;
Panamá;regiones_244_76648;;plain_text;0;
Bocas del Toro;regiones_244_76648;;plain_text;0;
Coclé;regiones_244_76648;;plain_text;0;
Colón;regiones_244_76648;;plain_text;0;
Chiriquí;regiones_244_76648;;plain_text;0;
Darién;regiones_244_76648;;plain_text;0;
Herrera;regiones_244_76648;;plain_text;0;
Los Santos;regiones_244_76648;;plain_text;0;
Panamá;regiones_244_76648;;plain_text;0;
Veraguas;regiones_244_76648;;plain_text;0;
Guna Yala;regiones_244_76648;;plain_text;0;
Emberá-Wounaan;regiones_244_76648;;plain_text;0;
Ngäbe-Buglé;regiones_244_76648;;plain_text;0;
Paraguay;regiones_244_76648;;plain_text;0;
Central;regiones_244_76648;;plain_text;0;
Alto Paraná;regiones_244_76648;;plain_text;0;
Distrito Capital;regiones_244_76648;;plain_text;0;
Itapúa;regiones_244_76648;;plain_text;0;
Caaguazú;regiones_244_76648;;plain_text;0;
San Pedro;regiones_244_76648;;plain_text;0;
Cordillera;regiones_244_76648;;plain_text;0;
Paraguarí;regiones_244_76648;;plain_text;0;
Concepción;regiones_244_76648;;plain_text;0;
Guairá;regiones_244_76648;;plain_text;0;
Canindeyú;regiones_244_76648;;plain_text;0;
Caazapá;regiones_244_76648;;plain_text;0;
Amambay;regiones_244_76648;;plain_text;0;
Misiones;regiones_244_76648;;plain_text;0;
Presidente Hayes;regiones_244_76648;;plain_text;0;
Ñeembucú;regiones_244_76648;;plain_text;0;
Boquerón;regiones_244_76648;;plain_text;0;
Alto Paraguay;regiones_244_76648;;plain_text;0;
Perú;regiones_244_76648;;plain_text;0;
Amazonas;regiones_244_76648;;plain_text;0;
Áncash;regiones_244_76648;;plain_text;0;
Apurímac;regiones_244_76648;;plain_text;0;
Arequipa;regiones_244_76648;;plain_text;0;
Ayacucho;regiones_244_76648;;plain_text;0;
Cajamarca;regiones_244_76648;;plain_text;0;
Callao;regiones_244_76648;;plain_text;0;
Cusco;regiones_244_76648;;plain_text;0;
Huancavelica;regiones_244_76648;;plain_text;0;
Huánuco;regiones_244_76648;;plain_text;0;
Ica;regiones_244_76648;;plain_text;0;
Junín;regiones_244_76648;;plain_text;0;
La Libertad;regiones_244_76648;;plain_text;0;
Lambayeque;regiones_244_76648;;plain_text;0;
Lima;regiones_244_76648;;plain_text;0;
Loreto;regiones_244_76648;;plain_text;0;
Madre de Dios;regiones_244_76648;;plain_text;0;
Moquegua;regiones_244_76648;;plain_text;0;
Pasco;regiones_244_76648;;plain_text;0;
Piura;regiones_244_76648;;plain_text;0;
Puno;regiones_244_76648;;plain_text;0;
San Martín;regiones_244_76648;;plain_text;0;
Tacna;regiones_244_76648;;plain_text;0;
Tumbes;regiones_244_76648;;plain_text;0;
Ucayali;regiones_244_76648;;plain_text;0;
Puerto Rico;regiones_244_76648;;plain_text;0;
Puerto Rico;regiones_244_76648;;plain_text;0;
República Dominicana;regiones_244_76648;;plain_text;0;
Azua;regiones_244_76648;;plain_text;0;
Bahoruco;regiones_244_76648;;plain_text;0;
Barahona;regiones_244_76648;;plain_text;0;
Dajabón;regiones_244_76648;;plain_text;0;
Duarte;regiones_244_76648;;plain_text;0;
Elías Piña;regiones_244_76648;;plain_text;0;
El Seibo;regiones_244_76648;;plain_text;0;
Espaillat;regiones_244_76648;;plain_text;0;
Hato Mayor;regiones_244_76648;;plain_text;0;
Hermanas Mirabal;regiones_244_76648;;plain_text;0;
Independencia;regiones_244_76648;;plain_text;0;
La Altagracia;regiones_244_76648;;plain_text;0;
La Romana;regiones_244_76648;;plain_text;0;
La Vega;regiones_244_76648;;plain_text;0;
María Trinidad Sánchez;regiones_244_76648;;plain_text;0;
Monseñor Nouel;regiones_244_76648;;plain_text;0;
Montecristi;regiones_244_76648;;plain_text;0;
Monte Plata;regiones_244_76648;;plain_text;0;
Pedernales;regiones_244_76648;;plain_text;0;
Peravia;regiones_244_76648;;plain_text;0;
Puerto Plata;regiones_244_76648;;plain_text;0;
Samaná;regiones_244_76648;;plain_text;0;
Sánchez Ramírez;regiones_244_76648;;plain_text;0;
San Cristóbal;regiones_244_76648;;plain_text;0;
San José de Ocoa;regiones_244_76648;;plain_text;0;
San Juan;regiones_244_76648;;plain_text;0;
San Pedro de Macorís;regiones_244_76648;;plain_text;0;
Santiago;regiones_244_76648;;plain_text;0;
Santiago Rodríguez;regiones_244_76648;;plain_text;0;
Provincia Santo Domingo;regiones_244_76648;;plain_text;0;
Valverde;regiones_244_76648;;plain_text;0;
Distrito Nacional;regiones_244_76648;;plain_text;0;
Uruguay;regiones_244_76648;;plain_text;0;
Artigas;regiones_244_76648;;plain_text;0;
Canelones;regiones_244_76648;;plain_text;0;
Cerro Largo;regiones_244_76648;;plain_text;0;
Colonia;regiones_244_76648;;plain_text;0;
Durazno;regiones_244_76648;;plain_text;0;
Flores;regiones_244_76648;;plain_text;0;
Florida;regiones_244_76648;;plain_text;0;
Lavalleja;regiones_244_76648;;plain_text;0;
Maldonado;regiones_244_76648;;plain_text;0;
Montevideo;regiones_244_76648;;plain_text;0;
Paysandú;regiones_244_76648;;plain_text;0;
Río Negro;regiones_244_76648;;plain_text;0;
Rivera;regiones_244_76648;;plain_text;0;
Rocha;regiones_244_76648;;plain_text;0;
Salto;regiones_244_76648;;plain_text;0;
San José;regiones_244_76648;;plain_text;0;
Soriano;regiones_244_76648;;plain_text;0;
Tacuarembó;regiones_244_76648;;plain_text;0;
Treinta y Tres;regiones_244_76648;;plain_text;0;
Venezuela;regiones_244_76648;;plain_text;0;
Amazonas;regiones_244_76648;;plain_text;0;
Anzoátegui;regiones_244_76648;;plain_text;0;
Apure;regiones_244_76648;;plain_text;0;
Aragua;regiones_244_76648;;plain_text;0;
Barinas;regiones_244_76648;;plain_text;0;
Bolívar;regiones_244_76648;;plain_text;0;
Carabobo;regiones_244_76648;;plain_text;0;
Cojedes;regiones_244_76648;;plain_text;0;
Delta Amacuro;regiones_244_76648;;plain_text;0;
Dependencias Federales;regiones_244_76648;;plain_text;0;
Distrito Capital;regiones_244_76648;;plain_text;0;
Falcón;regiones_244_76648;;plain_text;0;
Guárico;regiones_244_76648;;plain_text;0;
Lara;regiones_244_76648;;plain_text;0;
Mérida;regiones_244_76648;;plain_text;0;
Miranda;regiones_244_76648;;plain_text;0;
Monagas;regiones_244_76648;;plain_text;0;
Nueva Esparta;regiones_244_76648;;plain_text;0;
Portuguesa;regiones_244_76648;;plain_text;0;
Sucre;regiones_244_76648;;plain_text;0;
Táchira;regiones_244_76648;;plain_text;0;
Trujillo;regiones_244_76648;;plain_text;0;
Vargas;regiones_244_76648;;plain_text;0;
Yaracuy;regiones_244_76648;;plain_text;0;
Zulia;regiones_244_76648;;plain_text;0;
